,Title,ReleaseYear,CriticsTomatometer,MovieUrl,AORotFresh
1705,Anything Else,2003,40%,/m/anything_else/,1
1706,The Fighting Temptations,2003,42%,/m/fighting_temptations/,0
1707,Once upon a Time in Mexico,2003,68%,/m/once_upon_a_time_in_mexico/,0
1708,Millennium Actress (Sennen joyû),2001,92%,/m/millennium-actress/,1
1709,Matchstick Men,2003,82%,/m/matchstick_men/,1
1710,Carnage,1984,29%,/m/carnage_1984/,0
1711,Carnage,2002,78%,/m/1124952-carnage/,1
1712,OT: Our Town,2003,88%,/m/ot_our_town/,1
1713,Open Range,2003,79%,/m/open_range/,0
1714,Le Divorce,2003,37%,/m/1124832-divorce/,0
1715,Freaky Friday,2003,88%,/m/freaky_friday/,1
1716,And Now Ladies & Gentlemen,2003,49%,/m/and_now_ladies_and_gentlemen/,1
1717,Gigli,2003,6%,/m/gigli/,0
1718,Buffalo Soldiers,2001,73%,/m/buffalo-soldiers/,0
1719,Seabiscuit,2003,77%,/m/seabiscuit/,0
1720,Masked and Anonymous,2003,24%,/m/masked_and_anonymous/,0
1721,How to Deal,2003,28%,/m/how_to_deal/,1
1722,Johnny English,2003,33%,/m/johnny_english/,1
1723,Bad Boys II,2003,23%,/m/bad_boys_ii/,0
1724,The River (He liu),1997,70%,/m/river-the/,0
1725,I Capture the Castle,2003,80%,/m/i_capture_the_castle/,1
1726,Northfork,2003,56%,/m/northfork/,1
1727,Swimming Pool,2003,84%,/m/swimming_pool/,1
1728,Terminator 3 - Rise of the Machines,2003,70%,/m/terminator_3_rise_of_the_machines/,0
1729,Hell's Highway: The True Story of Highway Safety Films,2003,75%,/m/hells_highway_the_true_story_of_highway_safety_films/,1
1730,28 Days Later,2003,87%,/m/28_days_later/,1
1731,Suriyothai,2003,52%,/m/suriyothai/,1
1732,Hulk,2003,61%,/m/hulk/,0
1733,Manito,2003,94%,/m/manito/,1
1734,Hollywood Homicide,2003,30%,/m/hollywood_homicide/,1
1735,Gin gwai (The Eye),2002,64%,/m/gin_gwai_2002/,1
1736,2 Fast 2 Furious,2003,36%,/m/2_fast_2_furious/,0
1737,The In-Laws,2003,34%,/m/inlaws/,0
1738,Things Behind the Sun,2001,100%,/m/things_behind_the_sun/,0
1739,Non-Stop,2000,,/m/nonstop/,0
1740,Wirey Spindell,1999,24%,/m/wirey_spindell/,0
1741,The Man Who Wasn't There,1983,,/m/1073078-man_who_wasnt_there/,0
1742,A Woman Is a Woman (Une femme est une femme),1964,87%,/m/a-woman-is-a-woman/,1
1743,L'Auberge Espagnole,2003,77%,/m/lauberge_espagnole/,1
1744,The Shape Of Things,2002,64%,/m/shape_of_things/,0
1745,Down With Love,2003,59%,/m/down_with_love/,1
1746,X2: X-Men United,2003,86%,/m/x2_xmen_united/,1
1747,Spellbound,2002,98%,/m/1122382-spellbound/,1
1748,Identity,2003,62%,/m/identity/,1
1749,Confidence,2003,70%,/m/confidence/,0
1750,Holes,2003,77%,/m/holes/,1
1751,A Mighty Wind,2003,88%,/m/mighty_wind/,1
1752,Bulletproof Monk,2003,23%,/m/bulletproof_monk/,1
1753,Abouna,2005,92%,/m/abouna/,1
1754,Levity,2003,35%,/m/levity/,0
1755,The Guys,2003,73%,/m/the_guys/,0
1756,Fellini: I'm a Born Liar,2003,73%,/m/fellini_im_a_born_liar/,1
1757,Ticket to Jerusalem,,,/m/ticket_to_jerusalem/,1
1758,Head of State,2003,31%,/m/head_of_state/,0
1759,Bus 174 (Ônibus 174),2003,99%,/m/bus_174/,1
1760,Mondays in the Sun (Los Lunes al sol),2003,80%,/m/mondays_in_the_sun/,1
1761,7 Days in September,2002,100%,/m/1134742-7_days_in_september/,1
1762,Gaudi Afternoon,2001,29%,/m/gaudi_afternoon/,0
1763,Dreamcatcher,2003,30%,/m/dreamcatcher/,0
1764,The Girl From Paris,2002,90%,/m/the_girl_from_paris/,1
1765,Japon,2003,80%,/m/japon/,1
1766,Under the Skin of the City (Zir-e Poust-e Shahr),2003,87%,/m/under_the_skin_of_the_city/,1
1767,Bend It like Beckham,2003,85%,/m/bend_it_like_beckham/,0
1768,Tears of the Sun,2003,33%,/m/tears_of_the_sun/,0
1769,The Safety of Objects,2001,49%,/m/the-safety-of-objects/,1
1770,Dischord,2003,29%,/m/dischord/,0
1771,Poolhall Junkies,2002,34%,/m/poolhall_junkies/,0
1772,Dark Blue,2003,58%,/m/dark_blue/,0
1773,Lawless Heart,2002,86%,/m/lawless_heart/,1
1774,Amandla! A Revolution in Four-Part Harmony,2003,82%,/m/amandla_a_revolution_in_four_part_harmony/,1
1775,All the Real Girls,2003,71%,/m/all_the_real_girls/,1
1776,How to Lose a Guy in 10 Days,2003,42%,/m/how_to_lose_a_guy_in_10_days/,1
1777,Zus & zo (Hotel Paraiso),2003,42%,/m/zus_and_zo_2003/,0
1778,Final Destination 2,2003,48%,/m/final_destination_2/,1
1779,The Recruit,2003,43%,/m/recruit/,0
1780,Amen,2003,67%,/m/amen/,0
1781,The Personals,2001,80%,/m/the_personals_2001/,0
1782,Kangaroo Jack,2003,8%,/m/kangaroo_jack/,0
1783,National Security,2003,11%,/m/national_security/,0
1784,Le Cercle Rouge,1970,95%,/m/le_cercle_rouge/,1
1785,Just Married,2003,20%,/m/just_married/,0
1786,The Son,2003,88%,/m/the_son_2003/,1
1787,Love Liza,2002,53%,/m/love_liza/,0
1788,Sonny,2002,23%,/m/sonny/,0
1789,Nicholas Nickleby,2002,77%,/m/1119037-nicholas_nickleby/,1
1790,The Pianist,2002,96%,/m/pianist/,1
1791,Divine Intervention,2003,81%,/m/divine_intervention_2003/,1
1792,Gangs of New York,2002,75%,/m/gangs_of_new_york/,1
1793,25th Hour,2003,78%,/m/25th_hour/,1
1794,Intacto,2002,72%,/m/intacto/,1
1795,Drumline,2002,82%,/m/drumline/,1
1796,Maid in Manhattan,2002,40%,/m/maid_in_manhattan/,0
1797,Party Monster,2003,29%,/m/party_monster/,0
1798,Adaptation,2002,91%,/m/1118700-adaptation/,1
1799,"Massoud, The Afghan",2002,83%,/m/massoud_the_afghan/,1
1800,They,2002,38%,/m/1115907-1115907-they/,1
1801,Treasure Planet,2002,69%,/m/treasure_planet/,0
1802,O Fantasma,2001,25%,/m/o_fantasma/,0
1803,The Man Without a Past,2002,98%,/m/man_without_a_past/,1
1804,The Emperor's Club,2002,50%,/m/emperors_club/,0
1805,Power and Terror: Noam Chomsky in Our Times,2002,72%,/m/power_and_terror_noam_chomsky_in_our_times/,1
1806,Die Another Day,2002,58%,/m/die_another_day/,1
1807,The Terrorist,1999,84%,/m/1101040-terrorist/,0
1808,Harry Potter and the Chamber of Secrets,2002,82%,/m/harry_potter_and_the_chamber_of_secrets/,1
1809,The Way Home (Jibeuro),2002,75%,/m/way_home/,0
1810,Revolution #9,2001,76%,/m/revolution-9/,1
1811,Gaza Strip,2002,78%,/m/gaza_strip/,1
1812,God Is Great and I'm Not,2002,24%,/m/god_is_great_and_im_not/,0
1813,Far From Heaven,2003,87%,/m/far_from_heaven/,1
1814,Femme Fatale,2002,48%,/m/1118216-femme_fatale/,1
1815,The Santa Clause 2,2002,55%,/m/the_santa_clause_2/,0
1816,Love in the Time of Money,2002,18%,/m/love_in_the_time_of_money/,0
1817,Jackass - The Movie,2002,48%,/m/jackass_the_movie/,0
1818,All or Nothing,2002,83%,/m/1117377-all_or_nothing/,1
1819,Frida,2002,76%,/m/frida/,1
1820,To Be and to Have (Etre et Avoir),2003,97%,/m/to_be_and_to_have/,1
1821,Ten,2003,87%,/m/ten/,1
1822,Chihwaseon,2003,83%,/m/chihwaseon/,1
1823,Formula 51,2002,25%,/m/formula_51/,0
1824,Le Bossu (On Guard),1997,87%,/m/on_guard/,1
1825,Fidel,2002,60%,/m/1117309-fidel/,0
1826,Bowling for Columbine,2002,96%,/m/bowling_for_columbine/,1
1827,Comedian,2002,76%,/m/comedian/,1
1828,Swept Away,2002,5%,/m/1116774-swept_away/,0
1829,Punch-Drunk Love,2002,79%,/m/punchdrunk_love/,1
1830,Welcome to Collinwood,2002,54%,/m/welcome_to_collinwood/,1
1831,Auto Focus,2002,72%,/m/auto_focus/,1
1832,The Man from Elysian Fields,2001,51%,/m/man_from_elysian_fields/,0
1833,Moonlight Mile,2002,63%,/m/moonlight_mile/,1
1834,Snipes,2002,25%,/m/snipes/,0
1835,His Secret Life,2001,74%,/m/his_secret_life/,1
1836,8 Women (8 Femmes),2002,79%,/m/8_women/,1
1837,Stealing Harvard,2002,9%,/m/stealing_harvard/,0
1838,Les enfants du siècle (The Children of the Century),1999,43%,/m/children-of-the-century/,0
1839,Quitting,2002,77%,/m/quitting/,1
1840,Barbershop,2002,82%,/m/barbershop/,1
1841,City by the Sea,2002,48%,/m/city_by_the_sea/,0
1842,Burning Man: The Burning Sensation,2002,29%,/m/burning_man_the_burning_sensation/,1
1843,In Praise Of Love (Éloge de l'amour),2002,51%,/m/in_praise_of_love/,0
1844,Blue Crush,2002,61%,/m/blue_crush/,1
1845,Possession,2002,65%,/m/possession/,0
1846,Scarlet Diva,2000,50%,/m/scarlet_diva/,0
1847,Blood Work,2002,53%,/m/blood_work/,1
1848,Spy Kids 2: The Island of Lost Dreams,2002,74%,/m/spy_kids_2_island_of_lost_dreams/,1
1849,Signs,2002,74%,/m/signs/,0
1850,Full Frontal,2002,38%,/m/full_frontal/,0
1851,The Country Bears,2002,30%,/m/country_bears/,0
1852,Lan Yu,2002,66%,/m/lan_yu/,1
1853,Happy Times,2002,72%,/m/happy_times/,1
1854,K-19: The Widowmaker,2002,60%,/m/k19_the_widowmaker/,1
1855,"Langrishe, Go Down",2002,73%,/m/langrishe_go_down/,1
1856,Metropolis,1927,99%,/m/1013775-metropolis/,1
1857,Tosca,2002,65%,/m/the_metropolitan_opera_tosca/,1
1858,The Crocodile Hunter: Collision Course,2002,53%,/m/the_crocodile_hunter_collision_course_2002/,1
1859,Read My Lips,2002,97%,/m/read_my_lips/,1
1860,Men in Black II,2002,39%,/m/men_in_black_ii/,1
1861,Pumpkin,2002,36%,/m/pumpkin/,1
1862,Harvard Man,2002,33%,/m/harvard_man/,1
1863,The Cockettes,2002,89%,/m/cockettes/,1
1864,Lilo & Stitch,2002,86%,/m/lilo_and_stitch/,1
1865,Juwanna Mann,2002,10%,/m/juwanna_mann/,1
1866,Zigzag,2002,44%,/m/zigzag_2001/,0
1867,War Photographer,2001,80%,/m/war_photographer/,1
1868,Bad Company,2001,38%,/m/bad-company1999/,0
1869,Zhantai (Platform),2000,79%,/m/platform/,1
1870,Scooby-Doo,2002,30%,/m/1112357-scoobydoo/,0
1871,The Bourne Identity,2002,83%,/m/bourne_identity/,1
1872,Freeze Me,2001,55%,/m/freeze_me/,0
1873,Burlesk King,2000,,/m/burlesk_king/,0
1874,Secret Society,2001,33%,/m/secret_society/,0
1875,Ivans Xtc,2002,75%,/m/ivans_xtc/,1
1876,Undercover Brother,2002,77%,/m/undercover_brother/,1
1877,The Mad Songs of Fernanda Hussein,2001,40%,/m/the-mad-songs-of-fernanda-hussein/,0
1878,Thirteen Conversations About One Thing,2001,83%,/m/thirteen_conversations_about_one_thing/,1
1879,About a Boy,2002,94%,/m/about_a_boy/,1
1880,Star Wars: Episode II - Attack of the Clones,2002,65%,/m/star_wars_episode_ii_attack_of_the_clones/,0
1881,ABC Africa,2002,78%,/m/abc_africa/,1
1882,Spider-Man,2002,89%,/m/spiderman/,1
1883,Mars Canon,,,/m/mars_canon/,0
1884,Rain,2001,85%,/m/1111741-rain/,1
1885,Night at the Golden Eagle,2002,41%,/m/night_at_the_golden_eagle/,0
1886,Circuit,2001,20%,/m/1114691-circuit/,1
1887,Life or Something Like It,2002,28%,/m/life_or_something_like_it/,0
1888,Murderous Maids,2002,91%,/m/murderous_maids/,1
1889,Enigma,2002,72%,/m/1113649-enigma/,0
1890,Murder by Numbers,2002,31%,/m/1113638-murder_by_numbers/,0
1891,The Triumph of Love,2002,48%,/m/the_triumph_of_love/,1
1892,Delbaran,2001,60%,/m/delbaran/,0
1893,Mule Skinner Blues,2001,82%,/m/mule_skinner_blues/,1
1894,Human Nature,2002,49%,/m/1113402-human_nature/,0
1895,The Cat's Meow,2001,75%,/m/cats_meow/,1
1896,Not Love Just Frenzy,2002,,/m/not_love_just_frenzy/,0
1897,Atanarjuat: The Fast Runner (Atanarjuat),2002,90%,/m/atanarjuat_the_fast_runner_2002/,1
1898,Les Destinees,2002,61%,/m/les_destinees/,1
1899,High Crimes,2002,31%,/m/high_crimes/,0
1900,Panic Room,2002,76%,/m/panic_room/,1
1901,Sorority Boys,2002,13%,/m/sorority_boys/,0
1902,Samotari,,,/m/samotari_2000/,0
1903,Sweet Smell of Success,1957,98%,/m/sweet_smell_of_success/,1
1904,Showtime,2002,25%,/m/1113375-showtime/,0
1905,Pauline & Paulette,2002,83%,/m/pauline_and_paulette/,1
1906,Yellow Asphalt,2002,100%,/m/yellow_asphalt/,1
1907,Comédie de l'innocence (Comedy of Innocence),2000,,/m/comedy-of-innocence/,0
1908,All About the Benjamins,2002,30%,/m/all_about_the_benjamins/,0
1909,Miss Wonton,2002,44%,/m/miss_wonton/,0
1910,We Were Soldiers,2002,63%,/m/we_were_soldiers/,1
1911,Esther Kahn,2001,50%,/m/esther_kahn/,0
1912,Big Bad Love,2001,41%,/m/big_bad_love/,0
1913,Mean Machine,2002,34%,/m/mean_machine/,0
1914,Dragonfly,2002,7%,/m/dragonfly/,0
1915,Last Orders,2002,79%,/m/last_orders/,1
1916,The Last Man,2002,27%,/m/last_man/,1
1917,Super Troopers,2002,35%,/m/super_troopers/,0
1918,Shiri,2002,58%,/m/shiri2002/,1
1919,So Close to Paradise,2002,40%,/m/so-close-to-paradise/,0
1920,A Walk to Remember,2002,27%,/m/walk_to_remember/,0
1921,Beijing Bicycle,2001,63%,/m/beijing_bicycle/,1
1922,Metropolis,2002,87%,/m/metropolis_2002/,1
1923,The Count of Monte Cristo,2002,73%,/m/1110288-count_of_monte_cristo/,1
1924,Spectres of the Spectrum,1999,,/m/1143574-spectres_of_the_spectrum/,0
1925,Children of Chabannes,2005,,/m/children_of_chabannes/,0
1926,Moon Shadow,,,/m/moon_shadow/,1
1927,State Property,2002,0%,/m/state_property/,0
1928,Snow Dogs,2002,24%,/m/snow_dogs/,0
1929,Deep Breath (Le Souffle),2001,67%,/m/souffle-le-deep-breath/,0
1930,e-Dreams,2002,60%,/m/e_dreams/,1
1931,Orange County,2002,46%,/m/orange_county/,0
1932,Impostor,2002,22%,/m/impostor/,0
1933,I Am Sam,2001,34%,/m/i_am_sam/,0
1934,Silence... We're Rolling (Skoot hansawwar),,100%,/m/silence_were_rolling/,1
1935,Monster's Ball,2002,85%,/m/monsters_ball/,1
1936,Behind the Sun,2001,74%,/m/behind_the_sun/,1
1937,Jimmy Neutron - Boy Genius,2001,75%,/m/jimmy_neutron_boy_genius/,0
1938,A Beautiful Mind,2001,75%,/m/beautiful_mind/,1
1939,Second Time Around,2001,31%,/m/second_time_around/,0
1940,Not Another Teen Movie,2001,29%,/m/not_another_teen_movie/,1
1941,Second Skin,2000,17%,/m/1104106-second_skin/,0
1942,Lantana,2002,90%,/m/lantana/,1
1943,Princesa,2001,71%,/m/princesa/,1
1944,Im Juli. (In July),2001,89%,/m/in_july/,1
1945,Final,2001,42%,/m/final/,1
1946,Texas Rangers,2001,2%,/m/1111103-texas_rangers/,0
1947,The Affair of the Necklace,2001,15%,/m/affair_of_the_necklace/,0
1948,Jung (War) in the Land of the Mujaheddin,2001,100%,/m/jung_war_in_the_land_of_the_mujaheddin/,1
1949,Sidewalks of New York,2001,57%,/m/1110008-sidewalks_of_new_york/,1
1950,The Devil's Backbone (El Espinazo del diablo),2001,92%,/m/devils_backbone/,1
1951,Spy Game,2001,66%,/m/spy_game/,0
1952,The Fluffer,2003,47%,/m/the_fluffer/,1
1953,Novocaine,2001,38%,/m/novocaine/,0
1954,Shallow Hal,2001,51%,/m/shallow_hal/,1
1955,Heist,2001,66%,/m/1109137-heist/,1
1956,Happenstance,2000,64%,/m/happenstance/,1
1957,Punks,2001,50%,/m/punks_2001/,1
1958,Domestic Disturbance,2001,24%,/m/domestic_disturbance/,0
1959,The Man Who Wasn't There,2001,81%,/m/man_who_wasnt_there/,1
1960,Mysteries of Egypt,1998,75%,/m/mysteries-of-egypt/,1
1961,Ouch (Aïe),2001,17%,/m/ouch/,0
1962,K-PAX,2001,41%,/m/kpax/,0
1963,Better Than Sex,2001,47%,/m/better_than_sex/,0
1964,The Lady and the Duke,2001,71%,/m/lady_and_the_duke/,1
1965,The Royal Tenenbaums,2002,80%,/m/the_royal_tenenbaums/,1
1966,Storytelling,2002,53%,/m/storytelling/,1
1967,The Endurance,2001,95%,/m/the-endurance/,1
1968,Burnt Money,2001,77%,/m/burnt_money/,1
1969,One Week,2001,80%,/m/1118522-one_week/,1
1970,"Sobibor, Oct. 14, 1943, 4 P. M.",2001,100%,/m/sobibor_oct_14_1943_4_p_m_2001/,1
1971,Baran,2002,89%,/m/baran/,1
1972,Joy Ride,2001,73%,/m/joy_ride/,1
1973,Rocky Road,2001,,/m/rocky_road/,0
1974,Born Romantic,2001,58%,/m/born_romantic/,1
1975,Don't Say a Word,2001,24%,/m/dont_say_a_word/,0
1976,Liam,2001,70%,/m/liam/,0
1977,Trial in Prague,2001,,/m/trial_in_prague/,1
1978,The Glass House,2001,21%,/m/glass_house/,0
1979,China: The Panda Adventure,2001,42%,/m/china_the_panda_adventure/,0
1980,Telmisseomding (Tell Me Something),1999,42%,/m/tell-me-something/,0
1981,Moonlight Whispers,1999,,/m/moonlight-whispers/,0
1982,Down from the Mountain,2001,97%,/m/down_from_the_mountain/,1
1983,Two Can Play That Game,2001,43%,/m/two_can_play_that_game/,1
1984,Rock Star,2001,52%,/m/rock_star/,1
1985,Djomeh,2001,90%,/m/djomeh/,1
1986,Fight to the Finish: Stories of Polio,,,/m/fight_to_the_finish_stories_of_polio/,1
1987,The Curse of the Jade Scorpion,2001,45%,/m/curse_of_the_jade_scorpion/,1
1988,Cure,1998,91%,/m/cure_1997/,1
1989,The Others,2001,83%,/m/1109257-others/,0
1990,The Turandot Project,2001,77%,/m/the_turandot_project_2001/,1
1991,American Pie 2,2001,52%,/m/american_pie_2/,0
1992,Rush Hour 2,2001,52%,/m/rush_hour_2/,1
1993,Apocalypse Now Redux,2001,93%,/m/apocalypse_now_redux_2001/,1
1994,The Monkey's Mask,2001,43%,/m/the_monkeys_mask/,0
1995,Bread & Tulips,2001,71%,/m/bread_and_tulips/,1
1996,Wet Hot American Summer,2001,32%,/m/wet_hot_american_summer/,1
1997,Coming Soon,1999,29%,/m/1096783-coming_soon/,1
1998,Don't Let Me Die on a Sunday,2000,25%,/m/dont_let_me_die_on_a_sunday_2000/,0
1999,Ghost World,2001,92%,/m/ghost_world/,1
2000,America's Sweethearts,2001,32%,/m/americas_sweethearts/,0
2001,Une Vraie Jeune Fille (A Real Young Girl) (A Real Young Lady),2000,71%,/m/une-vraie-jeune-fille-a-real-young-girl-a-real-young-lady/,1
2002,The Score,2001,73%,/m/1108799-score/,0
2003,Bully,2001,54%,/m/bully/,0
2004,Legally Blonde,2001,68%,/m/legally_blonde/,0
2005,The Vertical Ray of the Sun (At the Height of Summer) (Mua he chieu thang dung),2000,82%,/m/vertical_ray_of_the_sun/,1
2006,Everybody's Famous!,2001,54%,/m/everybodys_famous/,1
2007,Baise-Moi,2000,23%,/m/baisemoi/,0
2008,Cats & Dogs,2001,54%,/m/cats_and_dogs/,1
2009,Crazy/Beautiful,2001,63%,/m/crazy-beautiful/,0
2010,A.I. Artificial Intelligence,2001,73%,/m/ai_artificial_intelligence/,1
2011,Baby Boy,2001,71%,/m/baby_boy/,1
2012,Himalaya (L'Enfance d'un Chef) (Caravan),1999,89%,/m/himalaya/,0
2013,Dr. Dolittle 2,2001,42%,/m/dr_dolittle_2/,1
2014,Sexy Beast,2000,86%,/m/sexy_beast/,1
2015,Divided We Fall,2001,90%,/m/divided_we_fall/,1
2016,Bride of the Wind,2001,11%,/m/bride_of_the_wind/,0
2017,Evolution,2001,42%,/m/1108206-evolution/,0
2018,Bread and Roses,2001,65%,/m/bread_and_roses/,1
2019,Pearl Harbor,2001,25%,/m/1108389-pearl_harbor/,0
2020,The King Is Alive,2001,61%,/m/the_king_is_alive/,1
2021,Pavilion of Women,2001,6%,/m/pavilion_of_women/,0
2022,Sous le sable (Under the Sand),2001,94%,/m/under_the_sand/,1
2023,Voyages,2001,100%,/m/voyages/,1
2024,Boys to Men,2001,40%,/m/boys_to_men/,1
2025,Driven,2001,14%,/m/1107198-driven/,0
2026,Galapagos: The Enchanted Voyage,1999,100%,/m/imax_galapagos/,1
2027,The Luzhin Defence,2001,58%,/m/the_luzhin_defence/,1
2028,Lakeboat,2000,83%,/m/lakeboat/,1
2029,Blame It On Voltaire,,,/m/blame_it_on_voltaire/,0
2030,Yom Yom,2001,50%,/m/yom_yom/,1
2031,The Day Silence Died,2001,,/m/the_day_silence_died/,1
2032,Fever,2001,57%,/m/fever_2001/,1
2033,Freddy Got Fingered,2001,11%,/m/freddy_got_fingered/,1
2034,The Low Down,2001,59%,/m/the_low_down/,1
2035,The Center of the World,2001,34%,/m/center_of_the_world/,0
2036,Die Stille nach dem Schuß (The Legend of Rita) (The Legends of Rita),2000,80%,/m/legend_of_rita/,1
2037,Me You Them,2001,75%,/m/me_you_them/,1
2038,Bartleby,2002,35%,/m/bartleby_2002/,1
2039,L.I.E.,2001,83%,/m/1106648-lie/,1
2040,The Circle (Dayereh),2001,93%,/m/the_circle_2001/,1
2041,The Demon Within,2001,,/m/the_demon_within/,0
2042,The Visit,2000,72%,/m/visit/,1
2043,Shadow Magic,2000,71%,/m/shadow_magic/,1
2044,Blow,2001,55%,/m/blow/,0
2045,The Gleaners and I,2001,92%,/m/the_gleaners_and_i/,1
2046,Someone Like You,2001,43%,/m/1106020-someone_like_you/,0
2047,The Tailor of Panama,2001,77%,/m/tailor_of_panama/,1
2048,Heartbreakers,2001,53%,/m/1105990-heartbreakers/,1
2049,Memento,2000,92%,/m/memento/,1
2050,Enemy at the Gates,2001,54%,/m/enemy_at_the_gates/,1
2051,Get Over It,2001,44%,/m/get_over_it/,1
2052,Boesman and Lena,2000,50%,/m/boesman_and_lena/,0
2053,Blow Dry,2001,19%,/m/1101191-blow_dry/,0
2054,The Widow of Saint-Pierre (The Widow of St. Pierre) (La veuve de Saint-Pierre),2000,88%,/m/widow_of_st_pierre/,1
2055,Last Resort,2001,94%,/m/last_resort_2001/,1
2056,Monkeybone,2001,20%,/m/monkeybone/,1
2057,La Lettre,1999,70%,/m/la_lettre/,1
2058,Sweet November,2001,16%,/m/1104841-sweet_november/,0
2059,Saving Silverman,2001,18%,/m/saving_silverman/,0
2060,Kippur,2000,81%,/m/kippur/,1
2061,Michael Jordan to the Max,2000,67%,/m/michael-jordan-to-the-max/,0
2062,Spring Forward,2000,88%,/m/spring_forward/,1
2063,The Invisible Circus,2001,21%,/m/invisible_circus/,0
2064,Head over Heels,2001,10%,/m/head_over_heels_2001/,0
2065,Sugar & Spice,2001,28%,/m/sugar_and_spice/,1
2066,The Wedding Planner,2001,16%,/m/wedding_planner/,0
2067,The Gift,2000,57%,/m/1103231-gift/,0
2068,Antitrust,2001,24%,/m/antitrust/,1
2069,Yi Yi,2000,96%,/m/yi_yi/,1
2070,Shadow of the Vampire,2000,81%,/m/shadow_of_the_vampire/,1
2071,All the Pretty Horses,2000,32%,/m/all_the_pretty_horses/,0
2072,An Everlasting Piece,2001,48%,/m/everlasting_piece/,1
2073,"O Brother, Where Art Thou?",2000,77%,/m/o_brother_where_art_thou/,1
2074,Miss Congeniality,2000,42%,/m/miss_congeniality/,0
2075,Dungeons & Dragons,2000,10%,/m/dungeons_and_dragons/,0
2076,Billy Liar,1963,100%,/m/billy_liar/,1
2077,The Discreet Charm Of The Bourgeoisie (Le Charme Discret de la Bourgeoisie),1972,98%,/m/discreet_charm_of_the_bourgeoisie/,1
2078,Strike!,1998,67%,/m/all_i_wanna_do/,0
2079,Wonder Boys,2000,81%,/m/wonder_boys/,0
2080,Ghost Dog - The Way of the Samurai,2000,82%,/m/ghost_dog_the_way_of_the_samurai/,0
2081,My Dog Skip,2000,73%,/m/my_dog_skip/,0
2082,Down to You,2000,3%,/m/down_to_you/,0
2083,The Fantasticks,1995,50%,/m/the-fantasticks/,0
2084,Mifune's Last Song (Mifune) (Mifunes sidste sang),2000,74%,/m/mifunes_last_song/,1
2085,Gendernauts,2000,,/m/gendernauts/,0
2086,Snow Day,2000,28%,/m/snow_day/,0
2087,The Tigger Movie,2000,62%,/m/the-tigger-movie/,0
2088,Boiler Room,2000,67%,/m/1095081-boiler_room/,1
2089,Restaurant,2000,77%,/m/restaurant/,1
2090,3 Strikes,2000,0%,/m/3_strikes/,0
2091,Beautiful People,2000,80%,/m/beautiful_people/,1
2092,East/West,2000,65%,/m/eastwest/,1
2093,The Jaundiced Eye,2000,100%,/m/the_jaundiced_eye_2000/,1
2094,Erin Brockovich,2000,84%,/m/erin_brockovich/,0
2095,Whatever It Takes,2000,16%,/m/1095414-whatever_it_takes/,0
2096,Condo Painting,2000,29%,/m/condo_painting/,0
2097,Such a Long Journey,2000,92%,/m/such-a-long-journey/,1
2098,Soft Fruit,1999,64%,/m/soft_fruit/,1
2099,The Color of Paradise,2000,87%,/m/color_of_paradise/,1
2100,The Filth and the Fury,2000,95%,/m/filth_and_the_fury/,1
2101,Ready to Rumble,2000,23%,/m/ready_to_rumble/,0
2102,Timecode,2000,68%,/m/timecode/,1
2103,Third World Cop,1999,15%,/m/third_world_cop/,0
2104,The Virgin Suicides,2000,76%,/m/virgin_suicides/,1
2105,Committed,2000,45%,/m/1096844-committed/,0
2106,The Idiots (Idioterne) (Dogma 95),2000,70%,/m/the-idiots/,0
2107,Not One Less,2000,95%,/m/not_one_less/,1
2108,Dinosaur,2000,65%,/m/1097046-dinosaur/,1
2109,The Adventures of Rocky & Bullwinkle,2000,43%,/m/adventures_of_rocky_and_bullwinkle/,0
2110,Up at the Villa,2000,46%,/m/up_at_the_villa/,0
2111,Held Up,2000,17%,/m/held_up/,0
2112,Went to Coney Island on a Mission From God...Be Back by Five,2008,43%,/m/went_to_coney_island_on_a_mission_from_godbe_back_by_five_1998/,0
2113,Luminous Motion,2000,50%,/m/luminous_motion/,1
2114,Mission: Impossible 2,2000,57%,/m/mission_impossible_2/,0
2115,Shanghai Noon,2000,79%,/m/shanghai_noon/,1
2116,Kikujiro,2000,59%,/m/kikujiro/,0
2117,Jesus' Son,1999,81%,/m/jesus_son/,1
2118,Scary Movie,2000,53%,/m/scary_movie/,0
2119,Running Free,2000,27%,/m/1097822-running_free/,0
2120,Sunshine,2000,74%,/m/1097859-sunshine/,1
2121,Love's Labour's Lost,2000,50%,/m/loves_labours_lost/,1
2122,Our Song,2001,90%,/m/our_song/,1
2123,It's the Rage,2000,27%,/m/its_the_rage/,0
2124,La Lengua de las Mariposas (Butterfly) (Butterfly Tongues),2000,96%,/m/la-lengua-de-las-mariposas-butterfly-butterfly-tongues/,0
2125,"Me, Myself & Irene",2000,48%,/m/me_myself_and_irene/,1
2126,Boricua's Bond,2000,11%,/m/boricuas_bond/,0
2127,The Kid,2000,49%,/m/the-kid/,1
2128,Chuck & Buck,2000,85%,/m/chuck_and_buck/,1
2129,Gouttes d'eau sur pierres brûlantes (Water Drops on Burning Rocks),2000,73%,/m/gouttes_deau_sur_pierres_brulantes_2000/,1
2130,Benjamin Smoke,2000,67%,/m/benjamin_smoke/,1
2131,Loser,2000,24%,/m/1098734-loser/,0
2132,Girl on the Bridge (La Fille sur le Pont),1999,90%,/m/girl_on_the_bridge/,1
