,Title,ReleaseYear_x,CriticsTomatometer,MovieUrl,AORotFresh,Genre,Run_Time,Studio,LifetimeGross,LifetimeTheaters,OpeningGross,OpeningTheaters,ReleaseYear_y
215,Keep On Keepin' On,2014,97%,/m/keep_on_keepin_on/,1,Documentary,86 minutes,RTWC,"$163,745",9,"$12,930",2,9/19/2014
216,Keep On Keepin' On,2014,97%,/m/keep_on_keepin_on/,1,Documentary,86 minutes,RTWC,"$163,745",9,"$12,930",2,9/19/2014
217,"Men, Women & Children",2014,32%,/m/men_women_and_children/,0,Comedy,119 minutes,,,,,,
218,The Boxtrolls,2014,75%,/m/the_boxtrolls/,1,Action & Adventure,97 minutes,Focus,"$50,837,305","3,464","$17,275,239","3,464",9/26/2014
219,The Boxtrolls,2014,75%,/m/the_boxtrolls/,1,Action & Adventure,97 minutes,Focus,"$50,837,305","3,464","$17,275,239","3,464",9/26/2014
220,The Equalizer,2014,60%,/m/the_equalizer_2013/,1,Mystery & Suspense,131 minutes,,,,,,
221,Stop The Pounding Heart,2014,80%,/m/stop_the_pounding_heart/,1,Drama,100 minutes,,,,,,
222,This Is Where I Leave You,2014,40%,/m/this_is_where_i_leave_you/,0,Comedy,103 minutes,,,,,,
223,The Disappearance of Eleanor Rigby: Them,2014,64%,/m/the_disappearance_of_eleanor_rigby_them/,0,Drama,123 minutes,,,,,,
224,Bird People,2014,58%,/m/bird_people/,1,Drama,128 minutes,IFC,"$32,111",7,"$7,443",1,9/12/2014
225,The Drop,2014,89%,/m/the_drop/,1,Drama,106 minutes,FoxS,"$10,724,389","1,192","$4,104,552",809,9/12/2014
226,Last Days in Vietnam,2014,95%,/m/last_days_in_vietnam/,1,Documentary,98 minutes,AEF,"$466,114",25,"$30,500",2,9/5/2014
227,The Notebook,2014,65%,/m/a_nagy_fuzet_2013/,1,Art House & International,112 minutes,,,,,,
228,Through a Lens Darkly: Black Photographers and the Emergence of a People,2014,61%,/m/through_a_lens_darkly_black_photographers_and_the_emergence_of_a_people/,1,Documentary,92 minutes,,,,,,
229,Starred Up,2014,99%,/m/starred_up/,1,Drama,106 minutes,Trib.,"$54,915",7,"$10,358",2,8/27/2014
230,If I Stay,2014,35%,/m/if_i_stay/,1,Drama,106 minutes,WB (NL),"$50,474,843","3,157","$15,679,190","2,907",8/22/2014
231,Love Is Strange,2014,95%,/m/love_is_strange_2014/,1,Drama,98 minutes,,,,,,
232,Level Five,2014,100%,/m/level_five/,1,Documentary,106 minutes,Icar.,"$25,386",2,"$7,161",2,8/15/2014
233,Jealousy,2014,70%,/m/jealousy_2014/,1,Art House & International,77 minutes,Distrib.,"$63,946",6,"$5,533",1,8/15/2014
234,Frank,2014,91%,/m/frank_2014/,1,Comedy,95 minutes,,,,,,
235,The Hundred-Foot Journey,2014,68%,/m/the_hundred_foot_journey/,0,Drama,122 minutes,BV,"$54,240,821","2,167","$10,979,290","2,023",8/8/2014
236,Web Junkie,2014,71%,/m/web_junkie/,0,Documentary,74 minutes,,,,,,
237,Magic in the Moonlight,2014,52%,/m/magic_in_the_moonlight/,0,Comedy,100 minutes,SPC,"$10,539,326",964,"$412,095",17,7/25/2014
238,I Origins,2014,53%,/m/i_origins/,0,Drama,107 minutes,FoxS,"$336,472",122,"$27,652",4,7/18/2014
239,Sex Tape,2014,17%,/m/sex_tape_2014/,0,Comedy,94 minutes,Sony,"$38,543,473","3,062","$14,608,152","3,062",7/18/2014
240,Dawn Of The Planet Of The Apes,2014,90%,/m/dawn_of_the_planet_of_the_apes/,1,Action & Adventure,130 minutes,,,,,,
241,Closed Curtain,2014,89%,/m/closed_curtain/,1,Drama,106 minutes,Vari.,"$28,098",5,"$5,002",1,7/9/2014
242,Whitey: United States of America v. James J. Bulger,2014,78%,/m/whitey_united_states_of_america_v_james_j_bulger/,1,Documentary,107 minutes,,,,,,
243,Snowpiercer,2014,95%,/m/snowpiercer/,1,Science Fiction & Fantasy,126 minutes,RTWC,"$4,563,650",356,"$171,187",8,6/27/2014
244,Begin Again,2014,82%,/m/begin_again_2013/,0,Comedy,101 minutes,Wein.,"$16,170,632","1,302","$134,064",5,6/27/2014
245,Transformers: Age of Extinction,2014,18%,/m/transformers_age_of_extinction/,0,Action & Adventure,157 minutes,Par.,"$245,439,076","4,233","$100,038,390","4,233",6/27/2014
246,"Norte, the End of History",2014,90%,/m/norte_the_end_of_history/,1,Drama,250 minutes,,,,,,
247,Venus in Fur,2014,89%,/m/venus_in_fur/,1,Comedy,96 minutes,IFC,"$373,605",45,"$24,761",2,6/20/2014
248,Venus in Fur,2014,89%,/m/venus_in_fur/,1,Comedy,96 minutes,IFC,"$373,605",45,"$24,761",2,6/20/2014
249,Heli,2014,61%,/m/heli/,1,Drama,105 minutes,,,,,,
250,The Rover,2014,66%,/m/the_rover/,0,Mystery & Suspense,103 minutes,A24,"$1,114,423",608,"$69,302",5,6/13/2014
251,Burning Bush,2014,100%,/m/burning_bush/,1,Drama,9 minutes,KL,"$16,731",2,n/a,n/a,6/11/2014
252,Dormant Beauty,2014,83%,/m/dormant_beauty/,1,Art House & International,103 minutes,,,,,,
253,Obvious Child,2014,89%,/m/obvious_child/,1,Comedy,83 minutes,A24,"$3,123,963",202,"$77,315",3,6/6/2014
254,The Fault In Our Stars,2014,81%,/m/the_fault_in_our_stars/,1,Comedy,125 minutes,,,,,,
255,Night Moves,2014,86%,/m/night_moves_2013/,1,Drama,112 minutes,Cdgm.,"$271,755",56,"$21,488",2,5/30/2014
256,We Are the Best!,2014,97%,/m/we_are_the_best/,1,Comedy,102 minutes,,,,,,
257,Gebo et l'ombre,2014,100%,/m/gebo_et_lombre/,1,Comedy,95 minutes,,,,,,
258,Blended,2014,14%,/m/blended/,0,Comedy,91 minutes,WB,"$46,294,610","3,555","$14,284,031","3,555",5/23/2014
259,X-Men: Days of Future Past,2014,91%,/m/x_men_days_of_future_past/,1,Action & Adventure,131 minutes,Fox,"$233,921,534","4,001","$90,823,660","3,996",5/23/2014
260,The Dance of Reality,2014,95%,/m/the_dance_of_reality/,1,Drama,130 minutes,Abk.,"$293,680",15,"$24,768",2,5/23/2014
261,Ai Weiwei: The Fake Case,2014,93%,/m/ai_weiwei_the_fake_case/,1,Documentary,89 minutes,ICir,"$45,255",8,"$5,066",1,5/16/2014
262,The Immigrant,2014,87%,/m/nightingale_2013/,1,Drama,120 minutes,Wein.,"$2,025,328",150,"$44,064",3,5/16/2014
263,Godzilla,2014,74%,/m/godzilla_2014/,0,Mystery & Suspense,138 minutes,,,,,,
264,The Double,2014,82%,/m/the_double_2013/,0,Comedy,93 minutes,,,,,,
265,Neighbors,2014,73%,/m/neighbors_2014/,1,Comedy,97 minutes,,,,,,
266,Sol LeWitt,2014,83%,/m/sol_lewitt_2013/,1,Documentary,87 minutes,Icar.,"$13,146",2,"$4,051",1,5/7/2014
267,Ida,2014,96%,/m/ida_2013/,1,Drama,80 minutes,MBox,"$3,827,060",137,"$55,438",3,5/2/2014
268,For No Good Reason,2014,63%,/m/no_good_reason/,0,Documentary,89 minutes,SPC,"$67,421",21,"$4,516",2,4/25/2014
269,Young & Beautiful (Jeune Et Jolie),2014,73%,/m/young_and_beautiful_2013/,0,Drama,95 minutes,,,,,,
270,Brick Mansions,2014,27%,/m/brick_mansions/,1,Action & Adventure,90 minutes,Rela.,"$20,396,829","2,647","$9,516,855","2,647",4/25/2014
271,Draft Day,2014,60%,/m/draft_day/,0,Drama,109 minutes,LG/S,"$28,842,237","2,781","$9,783,603","2,781",4/11/2014
272,Only Lovers Left Alive,2014,86%,/m/only_lovers_left_alive/,0,Drama,122 minutes,SPC,"$1,879,534",95,"$87,989",4,4/11/2014
273,Hateship Loveship,2014,50%,/m/hateship_loveship/,1,Comedy,102 minutes,IFC,"$54,030",15,"$6,015",1,4/11/2014
274,Nymphomaniac: Volume II,2014,60%,/m/nymphomaniac_volume_ii/,0,Drama,124 minutes,Magn.,"$327,167",31,"$74,978",30,4/4/2014
275,Alan Partridge,2014,87%,/m/alan_partridge/,1,Art House & International,90 minutes,,,,,,
276,The Unknown Known,2014,83%,/m/the_unknown_known/,1,Documentary,96 minutes,RTWC,"$276,497",80,"$64,315",18,4/4/2014
277,Cesar Chavez,2014,39%,/m/cesar_chavez_an_american_hero/,0,Drama,101 minutes,LGF,"$5,571,497",664,"$2,861,528",664,3/28/2014
278,Noah,2014,76%,/m/noah_2014/,1,Classics,137 minutes,Par.,"$101,200,044","3,571","$43,720,472","3,567",3/28/2014
279,Buzzard,2015,88%,/m/buzzard/,1,Drama,97 minutes,Osci.,"$14,591",11,"$8,031",11,3/6/2015
280,Enemy,2014,75%,/m/enemy_2013/,1,Mystery & Suspense,90 minutes,,,,,,
281,Need For Speed,2014,23%,/m/need_for_speed/,1,Action & Adventure,130 minutes,,,,,,
282,Le Week-End,2014,89%,/m/le_week_end/,1,Drama,93 minutes,MBox,"$2,225,098",157,"$43,608",3,3/14/2014
283,The Grand Budapest Hotel,2014,92%,/m/the_grand_budapest_hotel/,1,Comedy,99 minutes,FoxS,"$59,301,324","1,467","$811,166",4,3/7/2014
284,Mr. Peabody & Sherman,2014,80%,/m/mr_peabody_and_sherman/,1,Action & Adventure,92 minutes,Fox,"$111,506,430","3,951","$32,207,057","3,934",3/7/2014
285,Particle Fever,2014,96%,/m/particle_fever/,1,Documentary,99 minutes,Abr.,"$869,838",27,"$53,901",4,3/5/2014
286,The Lunchbox,2014,96%,/m/the_lunchbox/,1,Drama,104 minutes,SPC,"$4,235,151",165,"$44,542",3,2/28/2014
287,3 Days To Kill,2014,28%,/m/3_days_to_kill/,0,Mystery & Suspense,100 minutes,,,,,,
288,Omar,2014,90%,/m/omar/,1,Drama,96 minutes,AF,"$356,000",53,"$157,000",53,2/21/2014
289,Winter's Tale,2014,13%,/m/winters_tale_2014/,0,Drama,120 minutes,,,,,,
290,Jimmy P.,2014,52%,/m/jimmy_p/,1,Drama,117 minutes,,,,,,
291,About Last Night,2014,69%,/m/about_last_night_2014/,1,Comedy,100 minutes,,,,,,
292,The Pretty One,2014,47%,/m/the_pretty_one_2013/,0,Comedy,90 minutes,Da.,"$13,769",5,"$1,484",1,2/7/2014
293,The Last of the Unjust,2014,96%,/m/the_last_of_the_unjust/,1,Documentary,220 minutes,,,,,,
294,The LEGO Movie,2014,96%,/m/the_lego_movie/,1,Action & Adventure,101 minutes,,,,,,
295,The Tightrope,2014,57%,/m/the_tightrope_2013/,1,Documentary,83 minutes,,,,,,
296,Charlie Victor Romeo,2014,83%,/m/charlie_victor_romeo_2013/,1,Documentary,80 minutes,,,,,,
297,Gimme Shelter,2014,23%,/m/gimme_shelter_2014/,0,Drama,100 minutes,RAtt.,"$1,359,910",385,"$689,070",385,1/24/2014
298,Stranger by the Lake,2014,93%,/m/stranger_by_the_lake/,1,Drama,97 minutes,,,,,,
299,Gloria,2014,99%,/m/gloria_2012/,1,Art House & International,108 minutes,,,,,,
300,Jack Ryan: Shadow Recruit,2014,56%,/m/jack_ryan_shadow_recruit/,1,Action & Adventure,105 minutes,Par.,"$50,577,412","3,387","$15,451,981","3,387",1/17/2014
301,Jack Ryan: Shadow Recruit,2014,56%,/m/jack_ryan_shadow_recruit/,1,Action & Adventure,105 minutes,Par.,"$50,577,412","3,387","$15,451,981","3,387",1/17/2014
302,Generation War,2014,61%,/m/771363367/,1,Drama,131 minutes,MBox,"$91,595",7,"$7,386",1,1/15/2014
303,The Legend of Hercules,2014,3%,/m/the_legend_of_hercules/,1,Action & Adventure,99 minutes,LG/S,"$18,848,538","2,104","$8,868,318","2,104",1/10/2014
304,In Bloom,2014,94%,/m/grzeli_nateli_dgeebi/,1,Drama,102 minutes,BWP,"$56,092",4,"$9,280",2,1/10/2014
305,August: Osage County,2013,64%,/m/august_osage_county/,0,Drama,121 minutes,Wein.,"$37,738,810","2,411","$179,302",5,12/27/2013
306,Lone Survivor,2014,75%,/m/lone_survivor/,1,Action & Adventure,122 minutes,Uni.,"$125,095,601","3,285","$90,872",2,12/25/2013
307,The Wolf of Wall Street,2013,77%,/m/the_wolf_of_wall_street_2013/,1,Drama,179 minutes,Par.,"$116,900,694","2,557","$18,361,578","2,537",12/25/2013
308,The Secret Life Of Walter Mitty,2013,50%,/m/the_secret_life_of_walter_mitty_2013/,0,Action & Adventure,114 minutes,,,,,,
309,The Selfish Giant,2013,97%,/m/the_selfish_giant_2013/,1,Drama,91 minutes,IFC,"$12,189",6,"$2,589",3,12/20/2013
310,The New Rijksmuseum (Parts 1 and 2),2013,87%,/m/the_new_rijksmuseum_2013/,1,Art House & International,118 minutes,,,,,,
311,Anchorman 2: The Legend Continues,2013,75%,/m/anchorman_2_the_legend_continues/,1,Comedy,119 minutes,Par.,"$127,352,707","3,507","$26,232,425","3,507",multiple
312,Saving Mr. Banks,2013,78%,/m/saving_mr_banks_2013/,1,Comedy,120 minutes,BV,"$83,301,580","2,671","$413,373",15,12/13/2013
313,Twice Born,2013,17%,/m/twice_born/,0,Drama,124 minutes,EOne,"$18,295",10,"$14,947",10,12/6/2013
314,Inside Llewyn Davis,2013,94%,/m/inside_llewyn_davis_2013/,1,Drama,105 minutes,CBS,"$13,235,319",729,"$405,411",4,12/6/2013
315,Oldboy,2013,41%,/m/oldboy_2013/,0,Action & Adventure,104 minutes,,,,,,
316,Cousin Jules,2013,100%,/m/cousin_jules/,1,Documentary,91 minutes,CGld,"$29,337",3,"$5,135",1,11/29/2013
317,Nebraska,2013,91%,/m/nebraska/,1,Drama,115 minutes,Par.,"$17,654,912",968,"$140,401",4,11/15/2013
318,Faust,2013,63%,/m/faust_2013/,1,Art House & International,139 minutes,Leis.,"$58,132",6,"$10,030",2,11/15/2013
319,Last Vegas,2013,46%,/m/last_vegas_2013/,0,Comedy,105 minutes,CBS,"$63,914,167","3,237","$16,334,566","3,065",11/1/2013
320,Dallas Buyers Club,2013,94%,/m/dallas_buyers_club_2013/,1,Drama,117 minutes,Focus,"$27,298,285","1,110","$260,865",9,11/1/2013
321,About Time,2013,69%,/m/about_time/,0,Comedy,123 minutes,Uni.,"$15,322,921","1,280","$1,076,250",175,11/1/2013
322,The Square,2013,100%,/m/771363914/,1,Documentary,104 minutes,,,,,,
323,All Is Lost,2013,94%,/m/all_is_lost_2013/,1,Action & Adventure,105 minutes,RAtt.,"$6,263,670",483,"$93,583",6,10/18/2013
324,The Fifth Estate,2013,37%,/m/the_fifth_estate/,0,Documentary,124 minutes,BV,"$3,255,008","1,769","$1,673,351","1,769",10/18/2013
325,Kill Your Darlings,2013,75%,/m/kill_your_darlings_2013/,1,Drama,100 minutes,SPC,"$1,030,064",78,"$53,452",4,10/16/2013
326,As I Lay Dying,2013,41%,/m/as_i_lay_dying_2013/,1,Drama,120 minutes,MNE,"$16,697",2,"$7,143",1,10/11/2013
327,CBGB,2013,8%,/m/cbgb/,0,Drama,101 minutes,XL,"$40,400",100,"$3,909",1,10/4/2013
328,Escape From Tomorrow,2013,56%,/m/escape_from_tomorrow_2013/,0,Drama,90 minutes,,,,,,
329,Runner Runner,2013,8%,/m/runner_runner/,0,Drama,91 minutes,Fox,"$19,316,646","3,026","$7,706,712","3,026",10/4/2013
330,Gravity,2013,96%,/m/gravity_2013/,1,Drama,91 minutes,,,,,,
331,Metallica Through the Never,2013,79%,/m/metallica_through_the_never/,0,Documentary,93 minutes,PH,"$3,419,967",589,"$1,576,561",305,9/27/2013
332,Shepard & Dark,2013,86%,/m/shepard_and_dark/,0,Documentary,92 minutes,,,,,,
333,After Tiller,2013,94%,/m/after_tiller_2013/,1,Documentary,85 minutes,Osci.,"$72,125",6,"$15,500",2,9/20/2013
334,Prisoners,2013,81%,/m/prisoners_2013/,1,Drama,153 minutes,WB,"$61,002,302","3,290","$20,817,053","3,260",9/20/2013
335,Enough Said,2013,96%,/m/enough_said_2013/,1,Comedy,93 minutes,FoxS,"$17,550,872",835,"$232,800",4,9/18/2013
336,Blue Caprice,2013,83%,/m/blue_caprice_2013/,1,Drama,93 minutes,IFC,"$93,995",36,"$13,400",1,9/13/2013
337,Wadjda,2013,99%,/m/wadjda_2013/,1,Drama,100 minutes,,,,,,
338,Mother Of George,2013,93%,/m/mother_of_george_2013/,1,Drama,107 minutes,,,,,,
339,Adore,2013,31%,/m/adore_2013/,0,Drama,112 minutes,EXCL,"$318,982",57,"$119,806",57,9/6/2013
340,Salinger,2013,36%,/m/salinger/,0,Documentary,120 minutes,Wein.,"$583,633",138,"$86,956",4,9/6/2013
341,Passion,2013,34%,/m/passion_2013/,1,Drama,102 minutes,,,,,,
342,Tokyo Waka: A City Poem,2013,100%,/m/tokyo_waka_a_city_poem_2013/,1,Art House & International,,,,,,,
343,Drinking Buddies,2013,83%,/m/drinking_buddies_2013/,1,Comedy,90 minutes,Magn.,"$343,341",33,"$19,505",2,8/23/2013
344,The World's End,2013,89%,/m/the_worlds_end/,1,Comedy,109 minutes,Focus,"$26,004,851","1,553","$8,811,790","1,551",8/23/2013
345,Gatos Viejos (Old Cats),2011,83%,/m/gatos_viejos_2011/,1,Art House & International,88 minutes,,,,,,
346,Cutie And The Boxer,2013,96%,/m/cutie_and_the_boxer/,1,Documentary,82 minutes,,,,,,
347,Ain't Them Bodies Saints,2013,79%,/m/aint_them_bodies_saints_2013/,0,Drama,105 minutes,IFC,"$396,519",44,"$26,419",3,8/16/2013
348,Lee Daniels' The Butler,2013,71%,/m/lee_daniels_the_butler/,1,Drama,132 minutes,Wein.,"$116,632,095","3,330","$24,637,312","2,933",8/16/2013
349,In a World...,2013,92%,/m/in_a_world_2013/,1,Comedy,91 minutes,,,,,,
350,Prince Avalanche,2013,83%,/m/prince_avalanche_2013/,1,Comedy,94 minutes,Magn.,"$205,139",23,"$36,694",14,8/9/2013
351,We're The Millers,2013,47%,/m/were_the_millers/,0,Comedy,110 minutes,,,,,,
352,The Wolverine,2013,69%,/m/the_wolverine_2012/,1,Action & Adventure,136 minutes,,,,,,
353,The Act Of Killing,2013,96%,/m/the_act_of_killing/,1,Documentary,116 minutes,,,,,,
354,Computer Chess,2013,87%,/m/computer_chess_2013/,1,Comedy,92 minutes,KL,"$102,041",9,"$9,683",2,7/17/2013
355,Turbo,2013,67%,/m/turbo_2013/,1,Animation,95 minutes,,,,,,
356,Viola,2013,89%,/m/viola_2013/,1,Art House & International,65 minutes,CGld,"$21,818",2,"$6,109",1,7/12/2013
357,Fruitvale Station,2013,94%,/m/fruitvale_station/,1,Drama,84 minutes,Wein.,"$16,101,339","1,086","$386,291",7,7/12/2013
358,Pacific Rim,2013,71%,/m/pacific_rim_2013/,1,Action & Adventure,132 minutes,,,,,,
359,The Way Way Back,2013,85%,/m/the_way_way_back/,1,Comedy,103 minutes,,,,,,
360,The Lone Ranger,2013,31%,/m/the_lone_ranger/,0,Action & Adventure,149 minutes,BV,"$89,302,115","3,904","$29,210,849","3,904",7/3/2013
361,Museum Hours,2013,94%,/m/museum_hours/,1,Drama,106 minutes,CGld,"$561,457",19,"$29,400",2,6/28/2013
362,The Heat,2013,65%,/m/the_heat/,1,Comedy,116 minutes,Fox,"$159,582,188","3,184","$39,115,043","3,181",6/28/2013
363,Sing Me the Songs That Say I Love You: A Concert for Kate McGarrigle,2013,43%,/m/sing_me_the_songs_that_say_i_love_you_a_concert_for_kate_mcgarrigle_2013/,0,Documentary,108 minutes,,,,,,
364,A Hijacking,2013,95%,/m/a_hijacking/,1,Mystery & Suspense,99 minutes,Magn.,"$414,437",32,"$39,392",7,6/21/2013
365,World War Z,2013,67%,/m/world-war-z/,1,Action & Adventure,116 minutes,,,,,,
366,The Bling Ring,2013,60%,/m/the_bling_ring_2013/,1,Drama,90 minutes,A24,"$5,845,732",650,"$214,395",5,6/14/2013
367,20 Feet From Stardom,2013,99%,/m/20_feet_from_stardom/,1,Documentary,89 minutes,,,,,,
368,This Is the End,2013,83%,/m/this_is_the_end/,1,Action & Adventure,107 minutes,,,,,,
369,Violet & Daisy,2013,22%,/m/violet_and_daisy/,0,Action & Adventure,88 minutes,Cdgm.,"$17,186",17,"$9,982",17,6/7/2013
370,You Ain't Seen Nothin' Yet!,2013,83%,/m/you_aint_seen_nothin_yet/,1,Art House & International,115 minutes,,,,,,
371,Much Ado About Nothing,2013,84%,/m/much_ado_about_nothing_2012/,1,Comedy,108 minutes,,,,,,
372,The East,2013,74%,/m/the_east_2013/,1,Action & Adventure,116 minutes,,,,,,
373,Hannah Arendt,2013,88%,/m/hannah_arendt/,1,Drama,109 minutes,,,,,,
374,Fill the Void,2013,88%,/m/fill_the_void/,1,Art House & International,90 minutes,SPC,"$1,775,316",64,"$59,164",3,5/24/2013
375,Before Midnight,2013,98%,/m/before_midnight_2013/,1,Comedy,108 minutes,SPC,"$8,114,627",897,"$246,914",5,5/24/2013
376,Frances Ha,2013,93%,/m/frances_ha_2013/,1,Comedy,86 minutes,IFC,"$4,069,826",233,"$137,398",4,5/17/2013
377,Augustine,2013,73%,/m/augustine_2012/,1,Art House & International,55 minutes,MBox,"$107,352",10,"$13,616",5,5/17/2013
378,Star Trek Into Darkness,2013,86%,/m/star_trek_into_darkness/,0,Science Fiction & Fantasy,131 minutes,Par.,"$228,778,661","3,907","$70,165,559","3,868",5/16/2013
379,Venus And Serena,2013,77%,/m/venus_and_serena/,1,Documentary,99 minutes,,,,,,
380,The Great Gatsby,2013,48%,/m/the_great_gatsby_2013/,1,Drama,142 minutes,,,,,,
381,Something in the Air,2013,82%,/m/something_in_the_air_2013/,1,Drama,122 minutes,IFC,"$85,154",10,"$13,288",3,5/3/2013
382,What Maisie Knew,2013,87%,/m/what_maisie_knew_2012/,1,Drama,99 minutes,MNE,"$1,066,471",122,"$21,480",1,5/3/2013
383,Journey to Italy (Viaggio in Italia) (Strangers) (The Lonely Woman),1954,95%,/m/journey-to-italy-viaggio-in-italia/,0,Drama,100 minutes,,,,,,
384,Voyage in Italy,1992,,/m/770853995/,1,,,,,,,,
385,Paradise: Love,2013,73%,/m/paradise_love/,1,Art House & International,120 minutes,Strand,"$24,267",4,"$6,014",2,4/26/2013
386,Mud,2013,98%,/m/mud_2012/,1,Drama,131 minutes,,,,,,
387,Pain & Gain,2013,49%,/m/pain_and_gain/,0,Action & Adventure,129 minutes,,,,,,
388,Ain't In It For My Health: A Film About Levon Helm,2013,93%,/m/aint_in_it_for_my_health_a_film_about_levon_helm/,1,Documentary,83 minutes,KL,"$113,966",10,"$7,937",1,4/19/2013
389,In the House,2013,89%,/m/in_the_house_2013/,0,Mystery & Suspense,105 minutes,,,,,,
390,42,2013,79%,/m/42_2013/,1,Drama,128 minutes,WB,"$95,020,213","3,405","$27,487,144","3,003",4/12/2013
391,To The Wonder,2013,46%,/m/to_the_wonder/,0,Drama,112 minutes,Magn.,"$587,615",60,"$116,551",17,4/12/2013
392,Blancanieves,2013,94%,/m/blancanieves/,1,Art House & International,105 minutes,Cohen,"$279,735",27,"$25,264",4,3/29/2013
393,The Place Beyond The Pines,2013,80%,/m/the_place_beyond_the_pines_2012/,1,Drama,141 minutes,,,,,,
394,The Sapphires,2013,91%,/m/the_sapphires_2012/,1,Comedy,98 minutes,Wein.,"$2,450,867",126,"$38,372",4,3/22/2013
395,Olympus Has Fallen,2013,48%,/m/olympus_has_fallen_2013/,0,Action & Adventure,119 minutes,FD,"$98,925,640","3,106","$30,373,794","3,098",3/22/2013
396,Gimme The Loot,2013,92%,/m/gimme_the_loot_2012/,1,Drama,81 minutes,,,,,,
397,Admission,2013,39%,/m/admission/,1,Comedy,107 minutes,Focus,"$18,007,317","2,161","$6,154,984","2,160",3/22/2013
398,From Up On Poppy Hill,2013,83%,/m/from_up_on_poppy_hill/,1,Animation,91 minutes,,,,,,
399,Ginger & Rosa,2013,80%,/m/ginger_and_rosa/,1,Drama,89 minutes,A24,"$1,012,973",99,"$42,838",3,3/15/2013
400,Philip Roth: Unmasked,2013,63%,/m/philip_roth_unmasked/,1,Documentary,90 minutes,,,,,,
401,The Silence,2013,87%,/m/the_silence_2013/,1,Art House & International,120 minutes,,,,,,
402,Beyond The Hills,2013,90%,/m/beyond_the_hills_2012/,1,Art House & International,155 minutes,,,,,,
403,The We and the I,2013,68%,/m/the_we_and_the_i/,1,Comedy,103 minutes,P/108,"$42,172",7,"$10,774",1,3/8/2013
404,Stoker,2013,69%,/m/stoker_2013/,1,Drama,98 minutes,FoxS,"$1,714,221",275,"$160,547",7,3/1/2013
405,Leviathan,2013,84%,/m/leviathan_2012/,1,Documentary,87 minutes,,,,,,
406,Welcome To Pine Hill,2013,83%,/m/welcome_to_pine_hill_2012/,1,Drama,87 minutes,,,,,,
407,A Good Day To Die Hard,2013,14%,/m/a_good_day_to_die_hard/,0,Action & Adventure,97 minutes,,,,,,
408,Night Across the Street,2013,93%,/m/night_across_the_street/,1,Drama,101 minutes,CGld,"$16,778",2,"$3,248",1,2/8/2013
409,Side Effects,2013,83%,/m/side_effects_2013/,1,Drama,106 minutes,,,,,,
410,John Dies at the End,2013,60%,/m/john_dies_at_the_end/,1,Comedy,99 minutes,Magn.,"$141,951",19,"$12,467",1,1/25/2013
411,Koch,2013,89%,/m/koch_2012/,1,Documentary,95 minutes,,,,,,
412,The Taste of Money,2013,28%,/m/the_taste_of_money/,1,Art House & International,115 minutes,,,,,,
413,Parker,2013,41%,/m/parker_2012/,1,Mystery & Suspense,118 minutes,,,,,,
414,La pirogue,2013,79%,/m/la_pirogue/,1,Art House & International,87 minutes,,,,,,
415,Mission: Impossible Ghost Protocol,2011,94%,/m/mission_impossible_ghost_protocol/,0,Action & Adventure,132 minutes,,,,,,
416,Strip Mahjong: Battle Royale,2012,,/m/strip_mahjong_battle_royale_2011/,0,Art House & International,77 minutes,,,,,,
417,Hors Satan (Outside Satan),2013,78%,/m/hors_satan/,0,Drama,110 minutes,,,,,,
